clause_id,n_folds_selected,selection_frequency,worst_holdout_gt_hurt,n_folds_holdout_gt_zero,n_folds_holdout_productive,sum_holdout_n_neg,nested_loso_portability_ok
AND::dist_h::high_tail::t0.270344465971::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.290708065033::resid_mean::high_tail::t0.400020414591,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.374009492993::resid_mean::high_tail::t0.343878436089,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.408774138987::resid_mean::high_tail::t0.2196428895,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::resid_mean::high_tail::t0.051077269018,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::resid_mean::high_tail::t0.079507756233,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::resid_mean::high_tail::t0.083232226223,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::resid_mean::high_tail::t0.103016678616,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::resid_mean::high_tail::t0.117708724737,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::resid_mean::high_tail::t0.134587921202,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::resid_mean::high_tail::t0.155692307651,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::resid_mean::high_tail::t0.172920052707,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::resid_mean::high_tail::t0.182446628809,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::resid_mean::high_tail::t0.186822363734,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::resid_mean::high_tail::t0.194234922528,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::resid_mean::high_tail::t0.20077187717,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::resid_mean::high_tail::t0.21494114697,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::resid_mean::high_tail::t0.2196428895,1,0.14285714285714285,1,0,0,0,0
OR::dist_h::high_tail::t0.47145602107::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.16064555198::resid_mean::low_tail::t0.083232226223,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.169761972129::resid_mean::low_tail::t0.083232226223,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.47145602107::resid_mean::low_tail::t0.256627629697,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.47145602107::resid_mean::low_tail::t0.29188977927,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.47145602107::resid_mean::low_tail::t0.308655881882,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.47145602107::resid_mean::low_tail::t0.324874830246,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::resid_mean::low_tail::t0.343878436089,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::resid_mean::low_tail::t0.400020414591,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::resid_mean::low_tail::t0.564674735069,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::low_tail::t0.290708065033::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::low_tail::t0.326888220012::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::low_tail::t0.408774138987::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::low_tail::t0.47145602107::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::low_tail::t0.055063869432::resid_mean::low_tail::t0.083232226223,1,0.14285714285714285,2,0,0,0,0
AND::dist_h::low_tail::t0.055063869432::resid_mean::low_tail::t0.103016678616,1,0.14285714285714285,2,0,0,0,0
AND::dist_h::low_tail::t0.055063869432::resid_mean::low_tail::t0.117708724737,1,0.14285714285714285,3,0,0,0,0
AND::dist_h::low_tail::t0.055063869432::resid_mean::low_tail::t0.134587921202,1,0.14285714285714285,3,0,0,0,0
AND::dist_h::low_tail::t0.066097033396::resid_mean::low_tail::t0.083232226223,1,0.14285714285714285,2,0,0,0,0
AND::dist_h::low_tail::t0.066097033396::resid_mean::low_tail::t0.103016678616,1,0.14285714285714285,3,0,0,0,0
AND::abs_ratio_m1::high_tail::t0.006464645267::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.014414983988::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.026914089918::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.041605454683::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.04916408062::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.054063341022::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.081249836087::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.088812422752::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.103267067671::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.113258689642::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.136362507939::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.170240664482::resid_mean::high_tail::t0.400020414591,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.170240664482::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.18315950036::resid_mean::high_tail::t0.400020414591,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.18315950036::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.249615430832::resid_mean::high_tail::t0.400020414591,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.054063341022::resid_mean::low_tail::t0.079507756233,1,0.14285714285714285,2,0,0,0,0
AND::abs_ratio_m1::high_tail::t0.054063341022::resid_mean::low_tail::t0.083232226223,1,0.14285714285714285,3,0,0,0,0
AND::abs_ratio_m1::high_tail::t0.066067308187::resid_mean::low_tail::t0.079507756233,1,0.14285714285714285,2,0,0,0,0
AND::abs_ratio_m1::high_tail::t0.066067308187::resid_mean::low_tail::t0.083232226223,1,0.14285714285714285,3,0,0,0,0
AND::abs_ratio_m1::high_tail::t0.081249836087::resid_mean::low_tail::t0.079507756233,1,0.14285714285714285,2,0,0,0,0
AND::abs_ratio_m1::high_tail::t0.081249836087::resid_mean::low_tail::t0.083232226223,1,0.14285714285714285,3,0,0,0,0
AND::abs_ratio_m1::high_tail::t0.088812422752::resid_mean::low_tail::t0.079507756233,1,0.14285714285714285,1,0,0,0,0
AND::abs_ratio_m1::high_tail::t0.088812422752::resid_mean::low_tail::t0.083232226223,1,0.14285714285714285,2,0,0,0,0
AND::abs_ratio_m1::high_tail::t0.103267067671::resid_mean::low_tail::t0.079507756233,1,0.14285714285714285,1,0,0,0,0
AND::abs_ratio_m1::high_tail::t0.103267067671::resid_mean::low_tail::t0.083232226223,1,0.14285714285714285,2,0,0,0,0
AND::abs_ratio_m1::high_tail::t0.113258689642::resid_mean::low_tail::t0.079507756233,1,0.14285714285714285,1,0,0,0,0
AND::abs_ratio_m1::high_tail::t0.113258689642::resid_mean::low_tail::t0.083232226223,1,0.14285714285714285,2,0,0,0,0
AND::abs_ratio_m1::high_tail::t0.136362507939::resid_mean::low_tail::t0.079507756233,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.136362507939::resid_mean::low_tail::t0.083232226223,1,0.14285714285714285,1,0,0,0,0
AND::abs_ratio_m1::high_tail::t0.170240664482::resid_mean::low_tail::t0.079507756233,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.170240664482::resid_mean::low_tail::t0.083232226223,1,0.14285714285714285,1,0,0,0,0
AND::abs_ratio_m1::high_tail::t0.170240664482::resid_mean::low_tail::t0.103016678616,1,0.14285714285714285,2,0,0,0,0
AND::abs_ratio_m1::high_tail::t0.18315950036::resid_mean::low_tail::t0.079507756233,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.18315950036::resid_mean::low_tail::t0.083232226223,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.18315950036::resid_mean::low_tail::t0.103016678616,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.249615430832::resid_mean::low_tail::t0.079507756233,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.249615430832::resid_mean::low_tail::t0.083232226223,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.249615430832::resid_mean::low_tail::t0.103016678616,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.249615430832::resid_mean::low_tail::t0.117708724737,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::low_tail::t0.33161405623::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.097390471399::abs_log_h::high_tail::t0.222835043073,1,0.14285714285714285,0,1,1,1,0
AND::score_m_bridge::low_tail::t0.106815896928::abs_log_h::high_tail::t0.222835043073,1,0.14285714285714285,0,1,1,1,0
AND::score_m_bridge::low_tail::t0.119958882034::abs_log_h::high_tail::t0.222835043073,1,0.14285714285714285,0,1,1,1,0
AND::score_m_bridge::low_tail::t0.123392077163::abs_log_h::high_tail::t0.222835043073,1,0.14285714285714285,0,1,1,1,0
AND::score_m_bridge::low_tail::t0.138633039594::abs_log_h::high_tail::t0.222835043073,1,0.14285714285714285,0,1,1,1,0
AND::score_m_bridge::low_tail::t0.082363870367::abs_log_h::low_tail::t0.005976305087,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.082363870367::abs_log_h::low_tail::t0.00994430529,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.326923546195::dist_h::low_tail::t0.319656330347,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.097390471399::abs_ratio_m1::high_tail::t0.249615430832,1,0.14285714285714285,0,1,1,1,0
AND::score_m_bridge::low_tail::t0.106815896928::abs_ratio_m1::high_tail::t0.249615430832,1,0.14285714285714285,0,1,1,1,0
AND::score_m_bridge::low_tail::t0.119958882034::abs_ratio_m1::high_tail::t0.249615430832,1,0.14285714285714285,0,1,1,1,0
AND::score_m_bridge::low_tail::t0.123392077163::abs_ratio_m1::high_tail::t0.249615430832,1,0.14285714285714285,0,1,1,1,0
AND::score_m_bridge::low_tail::t0.123392077163::abs_ratio_m1::high_tail::t0.310403111577,1,0.14285714285714285,0,1,1,1,0
AND::score_m_bridge::low_tail::t0.138633039594::abs_ratio_m1::high_tail::t0.249615430832,1,0.14285714285714285,0,1,1,1,0
AND::score_m_bridge::low_tail::t0.138633039594::abs_ratio_m1::high_tail::t0.310403111577,1,0.14285714285714285,0,1,1,1,0
AND::score_m_bridge::low_tail::t0.082363870367::abs_ratio_m1::low_tail::t0.005960837007,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.082363870367::abs_ratio_m1::low_tail::t0.009894943237,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.064095745236::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.074358765781::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.082363870367::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.097390471399::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.106815896928::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.119958882034::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.123392077163::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.138633039594::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.148759366572::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.16844895184::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.185501241684::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.200901482999::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.216261462867::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.274976217747::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.310458745062::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.138633039594::resid_mean::low_tail::t0.086032651737,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.064095745236::resid_mean::high_tail::t0.11669221893,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.064095745236::resid_mean::high_tail::t0.13759085387,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.064095745236::resid_mean::high_tail::t0.155156154931,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.064095745236::resid_mean::high_tail::t0.17145370245,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.064095745236::resid_mean::high_tail::t0.181518580765,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.064095745236::resid_mean::high_tail::t0.188238218427,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.074358765781::resid_mean::high_tail::t0.11669221893,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.074358765781::resid_mean::high_tail::t0.13759085387,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.074358765781::resid_mean::high_tail::t0.155156154931,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.074358765781::resid_mean::high_tail::t0.17145370245,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.074358765781::resid_mean::high_tail::t0.181518580765,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.074358765781::resid_mean::high_tail::t0.188238218427,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.216261462867::resid_mean::high_tail::t0.344641691446,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.216261462867::resid_mean::high_tail::t0.394267874956,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.255725756288::resid_mean::high_tail::t0.394267874956,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.274976217747::resid_mean::high_tail::t0.394267874956,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.344037951529::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::low_tail::t0.027539127506::dist_h::high_tail::t0.374009492993,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::low_tail::t0.005976305087::dist_h::low_tail::t0.084695262834,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::low_tail::t0.053841006197::abs_ratio_m1::high_tail::t0.05391215384,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::low_tail::t0.315220609307::abs_ratio_m1::high_tail::t0.249615430832,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::low_tail::t0.315220609307::abs_ratio_m1::high_tail::t0.310403111577,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.005976305087::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.014186185272::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.027539127506::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.041538554057::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.04705940485::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.053841006197::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.084587856382::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.095914036036::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.108647846058::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.120832336694::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.138406533748::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.180314591527::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.193758287281::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.193758287281::resid_mean::low_tail::t0.079546944797,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.222835043073::resid_mean::low_tail::t0.079546944797,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.222835043073::resid_mean::low_tail::t0.086032651737,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.222835043073::resid_mean::low_tail::t0.10182300508,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.222835043073::resid_mean::low_tail::t0.11669221893,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::low_tail::t0.315220609307::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.374009492993::abs_ratio_m1::low_tail::t0.027379021049,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::low_tail::t0.084695262834::abs_ratio_m1::low_tail::t0.005960837007,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.031406240538::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.053150549158::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.06089256499::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.070082688332::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.084695262834::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.097194585949::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.105555570871::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.115331177413::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.125541792065::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.160708486289::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.168699789047::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.183985877782::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.217344845831::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.241165153682::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.282169485092::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.160708486289::resid_mean::low_tail::t0.086032651737,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.168699789047::resid_mean::low_tail::t0.086032651737,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::low_tail::t0.319656330347::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::low_tail::t0.40961946696::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.005960837007::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.014255183935::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.027379021049::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.041731354594::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.048184394836::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.05391215384::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.083735644817::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.091455745697::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.106112769246::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.113817459345::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.135434016585::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.168559765816::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.178516969085::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.178516969085::resid_mean::low_tail::t0.079546944797,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.178516969085::resid_mean::low_tail::t0.086032651737,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.178516969085::resid_mean::low_tail::t0.10182300508,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.249615430832::resid_mean::low_tail::t0.079546944797,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.249615430832::resid_mean::low_tail::t0.086032651737,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.249615430832::resid_mean::low_tail::t0.10182300508,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.249615430832::resid_mean::low_tail::t0.11669221893,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::low_tail::t0.310403111577::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.092731447518::abs_log_h::high_tail::t0.221798172593,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.092731447518::abs_log_h::high_tail::t0.352716779709,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.097725676::abs_log_h::high_tail::t0.221798172593,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.097725676::abs_log_h::high_tail::t0.352716779709,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.107601851225::abs_log_h::high_tail::t0.221798172593,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.107601851225::abs_log_h::high_tail::t0.352716779709,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.121534435451::abs_log_h::high_tail::t0.221798172593,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.121534435451::abs_log_h::high_tail::t0.352716779709,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.140968292952::abs_log_h::high_tail::t0.221798172593,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.140968292952::abs_log_h::high_tail::t0.352716779709,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.149133753777::abs_log_h::high_tail::t0.221798172593,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.149133753777::abs_log_h::high_tail::t0.352716779709,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.160106101632::abs_log_h::high_tail::t0.221798172593,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.160106101632::abs_log_h::high_tail::t0.352716779709,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.092731447518::abs_log_h::low_tail::t0.007043455821,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.092731447518::abs_log_h::low_tail::t0.011267805658,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.092731447518::dist_h::high_tail::t0.080321347713,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.208649888635::dist_h::high_tail::t0.217488360405,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.208649888635::dist_h::high_tail::t0.236067727208,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.092731447518::abs_ratio_m1::high_tail::t0.177665233612,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.092731447518::abs_ratio_m1::high_tail::t0.248322606087,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.092731447518::abs_ratio_m1::high_tail::t0.3095251441,1,0.14285714285714285,0,1,0,0,0
